Time1,Time2,,,,,,,,temp_2m,temp_0,BS,humi,w_speed,w_dir,rain,cloud,high,press,GRTL,QRTL,CBFS,DBFS,sunFS,SO2,NO2,PM10,PM2.5,O3,CO
2020/7/25,2020/7/25 13:00,2020/7/25 13:00,6,4,40,14,129,0.5,34.352,320.853,0.0166493,44.7577,2.21408,245.463,0,0,1623.52,100.568,289.048,57.1083,449.165,803.045,964.96,1.6241,14.0918,8.95048,6.84354,88.8238,0.13004
2020/7/25,2020/7/25 14:00,2020/7/25 14:00,5,4,28,14,139,0.4,35.4044,322.566,0.0155061,39.0735,2.64748,223.305,0,0,1700.59,100.491,322.448,61.8399,448.459,842.19,1012,1.84966,15.0729,8.99646,6.86102,97.6247,0.138142
2020/7/25,2020/7/25 15:00,2020/7/25 15:00,5,7,40,17,168,0.5,36.3096,320.86,0.0144403,34.4215,3.36751,224.784,0,0.022933,1807.24,100.418,274.612,51.5267,455.861,628.592,755.333,2.07261,15.4703,8.68068,6.64134,108.538,0.145803
2020/7/25,2020/7/25 16:00,2020/7/25 16:00,6,11,55,18,153,0.5,36.8596,321.786,0.0147876,34.0754,3.60114,235.562,0,0,1842.76,100.357,292.954,56.4321,449.959,709.639,852.721,2.01921,16.9389,8.57539,6.63924,103.634,0.144207
2020/7/25,2020/7/25 17:00,2020/7/25 17:00,5,16,58,20,117,0.5,37.2768,320.675,0.0148825,33.4284,3.43554,228.921,0,0,1868.35,100.32,243.553,46.9177,453.835,554.019,665.725,2.489,22.9118,9.99738,7.65299,94.582,0.155794
2020/7/25,2020/7/25 18:00,2020/7/25 18:00,4,21,45,12,87,0.5,37.4714,318.145,0.0146358,32.4911,3.42761,229.767,0,0.0555314,1905.7,100.321,169.442,33.8682,456.621,344.51,413.972,3.13372,27.5823,8.69667,5.89975,45.9867,0.137829
2020/7/25,2020/7/25 19:00,2020/7/25 19:00,5,17,35,11,64,0.5,36.8716,314.412,0.0161083,37.0888,5.02793,204.315,0,0.157206,1679.21,100.349,114.813,21.3192,463.133,146.652,176.221,2.72059,26.0419,7.53233,4.63942,15.8688,0.129905
2020/7/25,2020/7/25 20:00,2020/7/25 20:00,6,13,21,10,45,0.6,34.2086,309.892,0.0191351,51.8033,7.19941,195.749,0,0.0967288,517.32,100.409,83.2182,5.94796,455.374,15.1432,18.1965,2.62875,25.2327,7.84715,4.77499,8.00474,0.133247
2020/7/25,2020/7/25 21:00,2020/7/25 21:00,6,14,18,6,32,0.7,32.9824,308.088,0.0196962,57.4984,6.76637,199.41,0,0.0566227,569.626,100.473,60.6637,1.60805,453.446,0,0,2.686,25.3927,8.63556,5.32052,5.8646,0.137613
2020/7/25,2020/7/25 22:00,2020/7/25 22:00,6,16,8,8,24,0.6,32.1181,306.978,0.019801,60.9598,6.19575,200.256,0,0.0415138,500.136,100.503,49.2473,1.4313,451.168,0,0,2.7545,23.9154,8.13746,5.06155,4.72828,0.139812
2020/7/25,2020/7/25 23:00,2020/7/25 23:00,6,18,16,6,20,0.6,31.4975,306.212,0.0196674,62.8992,5.40888,201.966,0,0.125348,520.857,100.507,40.3661,1.28923,448.333,0,0,2.6401,22.351,7.06884,4.43116,4.43886,0.138034
2020/7/26,2020/7/26 0:00,2020/7/26 0:00,5,10,16,4,25,0.5,31.3351,305.815,0.0173919,56.1652,3.78235,211.549,0,0.481542,493.114,100.483,25.8345,1.41739,448.3,0,0,2.95449,28.5999,6.7089,4.40273,7.03562,0.145052
2020/7/26,2020/7/26 1:00,2020/7/26 1:00,4,10,12,3,23,0.5,31.0501,305.387,0.0174409,57.3141,3.5873,220.222,0,0.529936,535.338,100.477,21.9984,1.33989,445.97,0,0,3.27052,26.7448,5.92709,3.62404,6.63429,0.135348
2020/7/26,2020/7/26 2:00,2020/7/26 2:00,7,15,8,5,20,0.5,30.7022,304.933,0.0174042,58.4316,3.83148,220.379,0,0.583268,503.288,100.478,20.8918,1.33919,446.5,0,0,2.33477,21.0451,5.46644,3.19304,6.83002,0.119257
2020/7/26,2020/7/26 3:00,2020/7/26 3:00,7,12,13,3,23,0.5,30.2692,304.394,0.0184038,63.4551,4.20386,215.89,0,0.57952,490.713,100.474,20.1321,1.17873,443.114,0,0,1.95412,19.3546,5.25598,3.05486,6.40446,0.114933
2020/7/26,2020/7/26 4:00,2020/7/26 4:00,6,10,18,3,24,0.5,29.9621,304.018,0.0192371,67.6015,4.40486,215.835,0,0.576383,488.755,100.481,19.3609,1.05841,444.481,0,0,1.87442,18.8402,5.44828,3.2057,5.55412,0.114622
2020/7/26,2020/7/26 5:00,2020/7/26 5:00,8,11,16,6,22,0.5,29.6628,303.649,0.0200188,71.6715,4.45695,216.185,0,0.627141,491.964,100.495,17.9868,0.910163,444.169,0,0,1.86596,19.149,6.68156,3.87795,2.91657,0.12066
2020/7/26,2020/7/26 6:00,2020/7/26 6:00,5,9,15,4,21,0.5,29.4022,303.309,0.0207218,75.4179,4.27936,219.281,0,0.711724,524.098,100.526,15.678,0.740142,442.049,0,0,2.00991,19.5388,9.58799,5.52367,2.8722,0.138069
2020/7/26,2020/7/26 7:00,2020/7/26 7:00,5,9,6,4,21,0.5,29.5978,304.775,0.0208467,74.9808,4.66346,225.227,0,0.745788,579.868,100.552,47.759,9.70852,441.688,116.462,139.944,2.84922,16.7573,10.3719,5.97194,6.96676,0.156271
2020/7/26,2020/7/26 8:00,2020/7/26 8:00,5,6,27,6,33,0.5,30.4897,308.011,0.0188961,64.3324,5.05475,225.598,0,0.504345,593.978,100.562,115.883,24.2681,434.306,321.272,386.05,2.9089,13.8687,9.62827,5.69319,16.5893,0.149437
2020/7/26,2020/7/26 9:00,2020/7/26 9:00,5,5,43,4,56,0.5,30.4897,308.011,0.0188961,64.3324,5.05475,225.598,0,0.504345,593.978,100.562,115.883,24.2681,434.306,321.272,386.05,2.44749,13.2377,8.919,5.6065,35.1645,0.136231
2020/7/26,2020/7/26 10:00,2020/7/26 10:00,7,5,42,6,78,0.5,31.7148,311.779,0.0173541,54.7962,5.06815,223.352,0,0.260934,757.303,100.56,191.845,38.5236,431.819,517.084,621.342,2.1101,11.4379,8.55316,5.74785,57.1413,0.126464
2020/7/26,2020/7/26 11:00,2020/7/26 11:00,8,5,38,11,101,0.5,32.891,315.579,0.0165473,48.606,4.42201,225.132,0,0.0458419,1049.93,100.532,254.186,49.6336,434.432,677.066,813.581,1.95606,9.68101,8.76388,6.09623,77.6687,0.124935
2020/7/26,2020/7/26 12:00,2020/7/26 12:00,7,4,33,10,110,0.5,34.0341,318.871,0.0156176,42.7592,3.88745,223.297,0,0.0378304,1363,100.469,301.033,58.1488,437.293,791.692,951.319,1.85235,8.95611,8.44444,6.0378,90.4675,0.125109
2020/7/26,2020/7/26 13:00,2020/7/26 13:00,6,4,32,14,123,0.5,35.1129,321.191,0.0144979,37.1477,3.67637,222.091,0,0.0438088,1608.75,100.397,330.244,63.2361,442.213,842.637,1012.53,1.74185,9.42951,7.92821,5.76433,96.7184,0.123898
2020/7/26,2020/7/26 14:00,2020/7/26 14:00,5,5,33,15,124,0.5,36.0283,322.243,0.0141707,34.3239,4.30873,227.334,0,0.0480537,1788.64,100.323,359.019,66.0274,447.389,854.068,1026.27,1.56142,10.5378,7.82545,5.79761,96.6941,0.126869
2020/7/26,2020/7/26 15:00,2020/7/26 15:00,5,12,46,15,114,0.5,36.6763,322.169,0.0151655,35.2931,4.75002,233.605,0,0.0534051,1902.23,100.246,352.806,62.3381,455.967,782.254,939.977,0.96116,11.2609,6.34891,4.80391,78.7328,0.118854
2020/7/26,2020/7/26 16:00,2020/7/26 16:00,5,12,41,11,88,0.5,36.4716,319.186,0.017438,41.0606,5.94894,190.165,0,0.0416944,1843.06,100.186,301.519,46.704,488.6,507.406,609.713,0.645569,12.297,5.03577,3.46281,57.69,0.11492
2020/7/26,2020/7/26 17:00,2020/7/26 17:00,5,15,26,10,73,0.5,35.9767,319.203,0.0179223,43.4802,4.46271,203.43,1.13752,0.176173,1585.45,100.18,271.271,51.9808,461.656,546.617,656.829,1.48755,12.8612,5.54053,3.31216,35.5926,0.109529
2020/7/26,2020/7/26 18:00,2020/7/26 18:00,5,9,25,7,57,0.5,35.4904,315.91,0.0182815,45.7154,4.96745,206.486,2.92359,0.327518,1565.84,100.259,199.98,39.9408,462.095,339.797,408.309,2.49739,14.3967,6.49143,3.63829,19.5774,0.108786
2020/7/26,2020/7/26 19:00,2020/7/26 19:00,4,10,19,4,40,0.5,34.8085,312.534,0.0190218,49.5798,6.83254,190.59,0.762266,0.083474,1299.19,100.268,149.48,27.2821,459.344,176.376,211.939,2.22258,15.2248,6.72975,3.78127,9.84251,0.109019
2020/7/26,2020/7/26 20:00,2020/7/26 20:00,5,12,11,1,25,0.5,33.3804,309.062,0.0194124,55.2172,7.28587,191.188,0,0.0445338,861.331,100.314,84.2439,10.0079,453.159,17.4352,20.9506,2.26696,14.9731,7.31582,4.09005,5.28975,0.11137
2020/7/26,2020/7/26 21:00,2020/7/26 21:00,6,12,4,2,19,0.5,32.1861,307.332,0.0201713,61.7659,6.74927,193.927,0,0.0335897,705.202,100.386,61.9938,3.43408,447.26,0,0,2.0945,14.0899,7.98979,4.40896,4.8029,0.109332
2020/7/26,2020/7/26 22:00,2020/7/26 22:00,5,12,6,3,18,0.5,31.3477,306.254,0.0204645,65.9899,6.43943,195.517,0,0.0358842,636.021,100.415,52.3487,1.77295,443.861,0,0,1.87204,12.4533,7.88414,4.28861,6.37789,0.104245
2020/7/26,2020/7/26 23:00,2020/7/26 23:00,5,9,4,5,19,0.5,30.8977,305.512,0.0195901,64.9397,6.37235,198.842,0,0.068891,589.781,100.412,42.986,1.39882,438.837,0,0,1.74393,11.3304,7.46245,4.07285,7.65782,0.10093
2020/7/27,2020/7/27 0:00,2020/7/27 0:00,5,7,17,3,20,0.5,29.8126,303.982,0.0190288,67.4408,5.57684,197.763,0,0.0426852,491.832,100.411,26.5034,1.03175,426.609,0,0,2.08818,12.9772,7.63378,4.21801,5.8193,0.102786
2020/7/27,2020/7/27 1:00,2020/7/27 1:00,4,6,5,3,22,0.5,29.5748,303.605,0.0186544,67.0794,5.16861,200.723,0,0.0329632,450.631,100.392,21.3796,1.02279,427.389,0,0,1.40581,11.5264,6.54443,3.61523,7.5319,0.0977511
2020/7/27,2020/7/27 2:00,2020/7/27 2:00,5,6,9,2,21,0.5,29.3548,303.234,0.0184095,67.0925,4.67453,202.089,0,0.0388585,404.624,100.374,16.1741,0.955351,424.14,0,0,1.20469,11.8278,6.33048,3.57658,7.77675,0.0979309
2020/7/27,2020/7/27 17:00,2020/7/27 17:00,4,18,43,8,60,0.5,33.8008,312.932,0.017717,49.1024,4.25569,209.306,4.7268,0.875157,1401.02,100.279,147.182,33.8217,475.047,225.416,270.866,1.10716,19.1692,7.6645,4.35507,24.3968,0.123126
2020/7/27,2020/7/27 18:00,2020/7/27 18:00,5,14,23,6,43,0.5,34.3223,313.099,0.0171836,46.1509,5.28614,199.529,2.16213,0.324784,1579.86,100.308,157.121,39.1922,476.961,266.298,319.99,2.03781,22.1164,7.76621,4.42915,14.393,0.129097
2020/7/27,2020/7/27 19:00,2020/7/27 19:00,5,12,18,3,31,0.5,34.0339,309.937,0.0166208,45.4488,5.46377,204.227,0.248054,1,1579.16,100.349,74.0999,20.2962,477.949,53.8164,64.6672,1.93342,20.5209,8.56276,4.77547,9.09104,0.12565
2020/7/27,2020/7/27 20:00,2020/7/27 20:00,5,13,12,4,25,0.5,33.0097,307.851,0.0164307,47.8576,6.05917,197.965,0,0.0712817,1196.39,100.418,47.8889,11.6216,449.807,13.4778,16.1953,1.882,19.9078,9.96073,5.46065,6.51177,0.130402
2020/7/27,2020/7/27 21:00,2020/7/27 21:00,4,8,10,5,23,0.5,31.9494,306.333,0.0167973,52.2438,6.22999,203.477,0,0.0740918,863.347,100.492,35.2932,5.42606,441.701,0,0,2.17968,20.1729,10.3524,5.5875,5.49177,0.131374
2020/7/27,2020/7/27 22:00,2020/7/27 22:00,4,9,10,4,19,0.5,31.1047,305.321,0.0166248,54.4758,6.0119,201.026,0,0.163282,679.652,100.523,29.4888,3.22108,436.833,0,0,2.18236,18.7398,10.6968,5.67753,6.63439,0.125176
2020/7/27,2020/7/27 23:00,2020/7/27 23:00,4,8,11,1,18,0.5,30.3835,304.446,0.0174702,59.8538,5.51251,204.88,0,0.160896,641.284,100.539,23.4134,1.80542,428.161,0,0,2.50166,18.0534,11.4319,5.9001,7.18885,0.11871
2020/7/28,2020/7/28 0:00,2020/7/28 0:00,4,9,9,2,18,0.5,29.5016,303.622,0.0202567,73.2454,4.73501,194.375,0,0.0473638,602.778,100.489,22.1037,0.717503,426.545,0,0,3.27067,19.5605,11.0225,5.89457,5.4844,0.109716
2020/7/28,2020/7/28 1:00,2020/7/28 1:00,5,9,14,3,17,0.5,29.3377,303.253,0.0202915,74.1314,4.35219,195.213,0,0.0595951,535.729,100.505,16.0933,0.618453,422.407,0,0,2.36961,20.7223,11.8665,5.95275,3.65935,0.111743
2020/7/28,2020/7/28 2:00,2020/7/28 2:00,5,6,15,3,18,0.5,29.1042,302.994,0.0205717,76.2727,3.28089,209.672,0,0.136661,447.59,100.535,12.4191,0.488077,424.833,0,0,2.37308,22.4622,11.7023,5.77211,1.9856,0.118404
2020/7/28,2020/7/28 3:00,2020/7/28 3:00,5,7,10,2,16,0.5,29.0354,302.776,0.0203926,75.94,2.91655,194.196,0,0.242044,350.378,100.546,8.88093,0.451781,423.768,0,0,2.62498,22.5491,12.1812,5.96364,2.05823,0.116771
2020/7/28,2020/7/28 4:00,2020/7/28 4:00,5,7,13,2,17,0.5,28.9345,302.484,0.0204458,76.6188,3.14394,184.704,0,0.0474387,270.397,100.55,6.21856,0.406308,420.972,0,0,3.24465,22.5159,11.0673,5.43978,1.9876,0.117677
2020/7/28,2020/7/28 5:00,2020/7/28 5:00,5,10,17,1,16,0.6,28.9851,302.676,0.0202612,75.7154,2.91471,180.68,0,0.845925,434.664,100.583,8.09367,0.601103,441.055,0,0,3.42099,24.1272,13.101,6.39571,1.05002,0.12689
2020/7/28,2020/7/28 6:00,2020/7/28 6:00,5,17,18,3,7,0.5,29.107,302.959,0.0195378,72.473,2.54843,191.957,0,0.977792,420.256,100.596,9.69355,0.854572,460.055,0,0,3.73219,24.9744,15.5744,8.06838,1.83232,0.152773
2020/7/28,2020/7/28 7:00,2020/7/28 7:00,5,16,32,3,9,0.6,29.1692,304.336,0.019609,72.4846,2.27437,192.533,0.0529488,0.56513,451.527,100.633,29.6894,8.27998,459.073,85.0123,102.153,4.80568,20.4936,15.2239,8.12636,6.94946,0.158082
2020/7/28,2020/7/28 8:00,2020/7/28 8:00,6,9,9,3,22,0.5,30.0548,308.659,0.0196987,68.9403,1.99921,190.518,0,0.0396681,682.195,100.636,91.5379,20.8642,429.64,329.465,395.894,3.74156,17.6051,11.8773,6.64824,10.6,0.14829
2020/7/28,2020/7/28 9:00,2020/7/28 9:00,4,7,45,1,33,0.4,30.0548,308.659,0.0196987,68.9403,1.99921,190.518,0,0.0396681,682.195,100.636,91.5379,20.8642,429.64,329.465,395.894,3.44579,15.1205,12.3176,7.29397,19.4542,0.135278
2020/7/28,2020/7/28 11:00,2020/7/28 11:00,4,5,37,1,73,0.4,31.8595,315.423,0.0197009,61.7,2.39793,218.794,0.712027,0.0614782,1034.94,100.627,216.857,45.1006,445.174,633.275,760.96,1.47393,16.6825,6.71726,4.70676,45.5186,0.142873
2020/7/28,2020/7/28 12:00,2020/7/28 12:00,5,4,16,7,99,0.5,28.2368,306.076,0.0203283,79.6138,6.97807,267.72,7.81776,0.79248,151.029,100.628,158.18,10.6612,468.423,20.986,25.2174,1.98564,17.0537,6.70394,4.83196,52.0795,0.134644
2020/7/28,2020/7/28 13:00,2020/7/28 13:00,6,13,46,9,95,0.5,32.985,320.34,0.0192784,56.3053,1.69319,237.84,0.928317,0.557781,1231.25,100.534,292.332,61.592,451.522,847.724,1018.65,1.47373,18.907,4.54036,3.10119,51.572,0.133592
2020/7/28,2020/7/28 14:00,2020/7/28 14:00,4,37,26,9,72,0.5,31.5775,316.119,0.0189814,60.4498,4.00053,161.486,2.99645,0.853545,911.27,100.573,297.552,51.4516,471.667,583.5,701.149,1.29387,20.0689,4.9175,3.21719,46.9923,0.136376
2020/7/28,2020/7/28 15:00,2020/7/28 15:00,4,21,13,17,92,0.5,33.1315,315.744,0.0182345,52.7441,1.3416,164.982,2.31897,0.59535,1007.75,100.465,165.854,31.4918,473.911,304.213,365.551,1.06566,16.8928,4.90255,3.18909,40.2926,0.131356
2020/7/28,2020/7/28 16:00,2020/7/28 16:00,5,15,25,11,108,0.5,32.1385,317.64,0.0188167,57.8093,1.44871,256.194,4.48697,0.877457,592.46,100.424,232.939,47.9851,462.357,569.7,684.566,2.38545,19.3078,6.23443,3.95078,36.7045,0.128037
2020/7/28,2020/7/28 17:00,2020/7/28 17:00,4,14,46,10,78,0.5,34.0229,317.43,0.0182867,50.0464,2.42507,158.705,1.59958,0.0641936,1263.12,100.366,213.814,45.3583,453.894,506.24,608.311,2.07569,19.6922,7.12239,4.18166,37.3803,0.122828
2020/7/28,2020/7/28 18:00,2020/7/28 18:00,3,12,24,9,58,0.5,34.7075,314.923,0.0173773,45.6479,3.98284,190.361,3.25139,1,1571.2,100.425,171.41,39.8978,477.843,308.567,370.782,2.30539,23.6068,7.15375,4.23937,25.7523,0.124867
2020/7/28,2020/7/28 19:00,2020/7/28 19:00,4,33,13,6,27,0.8,34.5352,312.039,0.0176239,46.7876,5.43672,202.08,1.46376,0.224761,1412.17,100.436,120.89,27.9118,455.568,174.025,209.113,2.80538,26.2504,7.0608,4.12801,13.2307,0.12718
2020/7/28,2020/7/28 20:00,2020/7/28 20:00,5,32,21,13,12,0.7,33.0432,308.499,0.0182466,53.0957,5.86461,200.768,0,0.302372,762.179,100.521,64.6565,10.3598,450.079,15.0573,18.0933,4.06126,26.374,7.66665,4.51725,5.58173,0.133849
2020/7/28,2020/7/28 21:00,2020/7/28 21:00,6,20,15,11,12,0.7,32.0525,306.975,0.0184796,57.1934,4.81113,197.517,0,0.125814,678.663,100.624,42.1677,4.2598,443.083,0,0,4.77052,23.7316,7.30821,4.3239,3.42273,0.131121
2020/7/28,2020/7/28 22:00,2020/7/28 22:00,6,18,14,6,10,0.7,31.1364,305.751,0.0190834,62.4596,5.29492,190.965,0,0.162451,589.265,100.599,37.1343,2.70427,436.101,0,0,6.30263,25.1693,6.95343,4.17339,2.48732,0.135135
2020/7/28,2020/7/28 23:00,2020/7/28 23:00,6,19,23,3,7,0.7,30.5359,305.1,0.0197238,66.9937,4.25885,193.861,0,0.366036,532.981,100.612,30.2814,1.52454,437.958,0,0,7.1088,25.7783,6.81234,4.18691,4.21435,0.130122
2020/7/29,2020/7/29 0:00,2020/7/29 0:00,6,13,14,2,11,0.6,29.7505,304.012,0.0208984,74.4494,4.53297,202.327,0,0.0858879,576.294,100.537,24.6295,0.839724,428.413,0,0,2.55244,19.2771,10.465,5.9215,2.72753,0.112656
2020/7/29,2020/7/29 1:00,2020/7/29 1:00,5,13,20,0,11,0.6,29.4427,303.614,0.0211625,76.842,3.89104,198.859,0,0.0727656,575.167,100.542,20.0162,0.673336,428.846,0,0,1.70832,16.7649,10.5162,5.7287,4.6911,0.102083
2020/7/29,2020/7/29 3:00,2020/7/29 3:00,6,13,17,1,11,0.5,29.0699,302.917,0.0211549,78.6095,3.69914,194.861,0,0.141772,591.125,100.544,12.8103,0.527632,425.232,0,0,2.26241,19.0101,10.9179,5.50307,1.99129,0.111717
2020/7/29,2020/7/29 4:00,2020/7/29 4:00,5,15,13,4,8,0.5,28.9072,302.692,0.0211012,79.2156,2.73839,200.039,0,0.0807623,423.973,100.558,9.16425,0.416231,425.469,0,0,3.22003,21.6121,11.9429,5.8766,0.191319,0.12982
2020/7/29,2020/7/29 5:00,2020/7/29 5:00,4,16,14,2,7,0.5,28.8126,302.45,0.0201403,76.0716,2.40942,203.358,0,0.0665511,341.516,100.582,6.1678,0.495551,424.523,0,0,4.05417,23.0532,13.0617,6.44969,0.0546343,0.153805
2020/7/29,2020/7/29 6:00,2020/7/29 6:00,4,10,10,3,13,0.5,28.7065,302.23,0.0190055,72.292,1.86981,212.19,0,0.276332,265.014,100.625,4.35525,0.522412,422.764,0,0,3.91103,23.5926,14.818,7.61382,1.25849,0.174315
2020/7/29,2020/7/29 7:00,2020/7/29 7:00,5,10,5,2,16,0.5,29.2709,304.432,0.0181207,66.5724,1.9967,208.868,0,0.0876343,423.845,100.647,27.596,9.89443,425.521,124.836,150.006,3.14213,20.2158,13.9849,7.51054,6.09034,0.169307
2020/7/29,2020/7/29 8:00,2020/7/29 8:00,7,8,30,0,21,0.5,29.76,308.6,0.0197071,70.2582,1.77554,247.381,0,0.0866348,682.118,100.666,92.6533,21.3819,427.521,332.1,399.06,3.20375,17.426,13.8502,7.84805,10.5403,0.167551
2020/7/29,2020/7/29 9:00,2020/7/29 9:00,7,6,31,3,29,0.4,29.76,308.6,0.0197071,70.2582,1.77554,247.381,0,0.0866348,682.118,100.666,92.6533,21.3819,427.521,332.1,399.06,3.29482,17.9633,15.0431,9.32895,19.0396,0.171086
2020/7/29,2020/7/29 10:00,2020/7/29 10:00,6,9,34,2,50,0.5,30.7699,312.139,0.0194248,65.0811,1.65655,220.329,0,0.277427,923.595,100.68,144.716,30.4643,463.739,431.108,518.03,3.08312,18.2052,15.9232,10.3829,35.2939,0.165048
2020/7/29,2020/7/29 11:00,2020/7/29 11:00,6,7,35,3,86,0.4,31.8807,316.243,0.0182121,56.9772,2.06484,222.474,0,0.0538598,1053.31,100.65,226.864,46.2033,437.174,672.039,807.54,3.37358,18.1618,15.5003,10.9532,59.3662,0.169509
2020/7/29,2020/7/29 12:00,2020/7/29 12:00,5,5,19,7,105,0.4,33.0399,319.236,0.0171605,49.9979,2.3965,218.16,0,0.0422897,1303.72,100.621,286.612,56.3415,440.049,790.956,950.434,3.10495,15.9747,14.9728,11.0714,92.0541,0.161023
2020/7/29,2020/7/29 13:00,2020/7/29 13:00,4,5,33,9,131,0.4,34.0957,321.699,0.016449,44.9152,2.10037,218.58,0,0.0283507,1586.79,100.571,315.083,61.7809,445.064,850.176,1021.59,2.90261,15.5858,12.8629,9.77846,114.732,0.153596
2020/7/29,2020/7/29 14:00,2020/7/29 14:00,4,6,30,11,145,0.4,35.1458,323.441,0.0160632,41.115,1.79922,223.26,0,0.036041,1820,100.487,323.835,63.8316,449.024,863.461,1037.56,3.16268,19.8793,11.4049,8.80872,121.047,0.156118
2020/7/29,2020/7/29 15:00,2020/7/29 15:00,4,9,36,10,155,0.4,36.1066,323.987,0.0158849,38.3318,1.9692,206.096,0,0.34,2041.56,100.416,319.233,62.1183,455.43,812.73,976.597,1.63556,22.422,9.07866,7.33958,106.011,0.148398
2020/7/29,2020/7/29 16:00,2020/7/29 16:00,5,16,50,10,126,0.5,35.7764,320.877,0.0174382,42.9053,4.14445,165.356,0.302706,0.210836,1710.42,100.364,319.17,61.1573,460.489,679.888,816.971,1.51911,26.132,6.23461,4.93521,83.4106,0.14143
2020/7/29,2020/7/29 17:00,2020/7/29 17:00,4,20,38,12,104,0.5,35.0412,315.375,0.0176515,45.4139,3.90238,165.1,5.17199,0.318832,1409.1,100.374,172.356,32.4921,482.487,216.685,260.375,2.26606,33.87,6.48164,4.99364,64.2255,0.146413
2020/7/29,2020/7/29 18:00,2020/7/29 18:00,4,19,31,21,65,0.5,32.2561,312.986,0.0192176,58.6162,6.1398,101.447,0.184369,0.554946,366.2,100.422,239.335,34.0961,450.323,329.923,396.444,4.67366,36.7861,9.59677,6.38895,28.3903,0.158125
2020/7/29,2020/7/29 19:00,2020/7/29 19:00,4,40,34,7,41,0.5,33.7401,312.463,0.0182532,50.8672,3.23614,147.348,0.276452,0.376329,851.121,100.45,116.164,22.1424,457.354,167.97,201.837,5.04699,29.7774,6.60705,4.19097,8.27735,0.138837
2020/7/29,2020/7/29 20:00,2020/7/29 20:00,5,67,20,11,16,0.6,33.6664,309.273,0.017414,48.7711,5.81987,179.668,0.0428944,0.0999466,1097.55,100.497,68.7274,11.2156,453.818,14.7068,17.6721,5.22547,28.0948,6.3104,3.87673,3.45887,0.139787
