,Time1,Time2,temp_2m,temp_0,BS,humi,w_speed,w_dir,rain,cloud,high,press,GRTL,QRTL,CBFS,DBFS,sunFS,SO2,NO2,PM10,PM2.5,O3,CO
79,2020/7/24,2020/7/24 7:00,28.6225,303.823,0.0187272,71.6074,2.13681,286.5,0,0,271.699,100.628,29.141,9.12217,419.702,144.555,173.701,0.318269,10.5885,6.43371,3.69878,13.0513,0.0884916
80,2020/7/24,2020/7/24 8:00,29.6539,308.101,0.0186329,66.848,2.25237,289.565,0,0,697.402,100.641,92.6862,21.777,423.4,345.187,414.786,0.567568,15.0105,7.36761,4.85941,13.1736,0.104988
81,2020/7/24,2020/7/24 9:00,29.6539,308.101,0.0186329,66.848,2.25237,289.565,0,0,697.402,100.641,92.6862,21.777,423.4,345.187,414.786,0.649509,17.2612,7.66143,5.59793,16.1705,0.110151
82,2020/7/24,2020/7/24 10:00,30.862,312.473,0.0185568,61.8062,2.08436,282.673,0,0,947.987,100.656,160.182,33.8825,429.804,528.529,635.095,0.670755,21.0665,9.36062,7.31822,19.8628,0.114464
83,2020/7/24,2020/7/24 11:00,32.0915,316.295,0.017689,54.6181,2.20232,267.987,0,0,1210.06,100.628,227.593,45.6389,435.088,685.62,823.859,0.455301,17.8022,8.56684,6.71627,39.6602,0.103522
84,2020/7/24,2020/7/24 12:00,32.9555,319.312,0.0178264,52.1789,2.22977,247.001,0,0,1377.94,100.571,285.283,53.7913,442.111,799.097,960.216,0.169803,5.35401,4.73344,3.31119,58.7007,0.0839994
85,2020/7/24,2020/7/24 13:00,33.3147,320.49,0.0183123,52.4044,3.5557,137.601,0,0.34,1418.49,100.508,359.856,59.0019,446.334,858.859,1032.03,0.129228,5.13524,4.28295,2.85872,49.4366,0.0807896
86,2020/7/24,2020/7/24 14:00,33.333,320.058,0.0186786,53.359,4.14298,125.438,0,0.726741,997.121,100.447,367.842,58.9286,445.796,855.546,1028.05,0.220271,6.46755,5.22151,3.7948,48.5124,0.0849287
87,2020/7/24,2020/7/24 15:00,33.8359,319.615,0.0190055,52.6226,4.47245,115.336,0,1,1092.3,100.39,351.472,53.1379,475.161,720.646,865.947,0.228647,6.09065,4.20665,2.88249,35.1336,0.0842051
88,2020/7/24,2020/7/24 16:00,34.4897,318.512,0.0169217,45.0039,5.11522,193.123,0,0,1113.72,100.343,317.96,51.9826,450.459,674.141,810.066,0.192288,5.1712,3.59089,2.13629,27.7912,0.0815246
89,2020/7/24,2020/7/24 17:00,33.9024,316.676,0.0169114,46.6105,5.29265,192.622,0,0.13147,665.549,100.34,282.025,42.9393,444.452,534.485,642.251,0.211108,6.3353,4.00481,2.27214,23.4722,0.0821914
90,2020/7/24,2020/7/24 18:00,33.1489,313.699,0.0155972,45.0173,5.42264,185.089,0,0.0988985,485.363,100.358,214.215,32.3031,437.682,353.91,425.268,0.251697,9.19004,5.01646,2.78599,15.3563,0.0844891
91,2020/7/24,2020/7/24 19:00,32.1397,310.161,0.0161055,49.4568,5.13602,178.322,0,0.244639,402.573,100.386,131.093,17.7761,434.909,151.351,181.867,0.280971,12.1488,5.84843,3.33076,11.6953,0.0858797
92,2020/7/24,2020/7/24 20:00,30.6104,306.687,0.0183189,61.8095,5.04667,177.174,0,0.144872,243.372,100.414,74.7111,3.15038,433.571,10.2484,12.3148,0.321613,12.7912,6.0832,3.5253,10.1209,0.0864519
93,2020/7/24,2020/7/24 21:00,30.1615,305.575,0.0185893,64.5048,4.14773,189.162,0,0.0958304,197.989,100.449,49.1894,0.980183,433.867,0,0,0.362944,12.397,5.88938,3.45652,8.99722,0.086394
94,2020/7/24,2020/7/24 22:00,29.6513,304.632,0.0192069,68.7932,4.48345,192.003,0,0.108118,165.298,100.466,41.4241,0.834448,431.233,0,0,0.362865,9.45535,4.3357,2.55393,11.6461,0.0833659
95,2020/7/24,2020/7/24 23:00,29.4269,304.117,0.0204756,74.351,3.97169,211.719,0,0.165967,161.389,100.453,31.4833,0.56945,429.965,0,0,0.295434,7.88564,3.60683,2.02132,14.412,0.0806623
144,2020/7/25,2020/7/25 0:00,29.0118,302.776,0.0182335,67.8958,0.868409,336.127,0,0,181.69,100.4,7.12251,0.421459,424.561,0,0,0.203962,9.17951,6.12549,3.45704,15.2784,0.0786922
145,2020/7/25,2020/7/25 1:00,28.8597,302.462,0.0180133,67.7103,1.00391,326.692,0,0.0250043,212.31,100.399,5.25072,0.385164,423.033,0,0,0.116257,6.35052,5.38105,2.84707,19.9434,0.075483
146,2020/7/25,2020/7/25 2:00,28.7154,302.234,0.0181235,68.7421,1.53883,295.846,0,0.0134294,36.1766,100.406,4.28304,0.402151,422,0,0,0.0858571,5.14314,4.62105,2.34443,21.6023,0.0741864
147,2020/7/25,2020/7/25 3:00,28.5364,301.991,0.0184243,70.6636,1.68271,274.045,0,0.0131614,22.4634,100.405,3.54891,0.360555,422.879,0,0,0.0905312,5.47944,4.07272,2.03034,20.4808,0.0750996
148,2020/7/25,2020/7/25 4:00,28.3858,301.78,0.0192311,74.4716,1.87553,248.725,0,0,445.039,100.432,2.84379,0.263934,423.09,0,0,0.0865287,4.79472,4.65934,2.29505,19.6306,0.0746016
149,2020/7/25,2020/7/25 5:00,28.1589,301.523,0.0201074,78.9891,1.56853,250.284,0,0,489.963,100.454,2.50025,0.0967103,424.321,0,0,0.0945359,4.54814,7.51271,3.60858,19.815,0.0754109
150,2020/7/25,2020/7/25 6:00,27.8983,301.241,0.0205504,82.0724,1.00071,235.22,0,0,473.53,100.482,2.25225,-0.208896,425.114,0.340382,0.409012,0.227474,11.8287,9.64495,5.2527,11.7926,0.0833675
151,2020/7/25,2020/7/25 7:00,29.3475,304.015,0.020141,73.5331,3.6758,252.98,0,0.18971,484.453,100.501,29.3393,9.09986,428.97,132.13,158.771,0.673435,21.902,7.47754,4.85102,4.37463,0.108111
152,2020/7/25,2020/7/25 8:00,29.8793,306.678,0.0201542,71.2139,3.6213,263.603,0.00947183,0,758.417,100.517,76.6507,17.1807,433.886,257.609,309.55,0.761422,24.2466,5.88597,3.97804,7.01687,0.114042
153,2020/7/25,2020/7/25 9:00,29.8793,306.678,0.0201542,71.2139,3.6213,263.603,0.00947183,0,758.417,100.517,76.6507,17.1807,433.886,257.609,309.55,0.819431,23.5784,6.25441,4.39436,10.9606,0.117752
154,2020/7/25,2020/7/25 10:00,31.0485,311.097,0.0194547,63.9761,3.75047,253.397,0,0.0399212,993.714,100.533,161.336,33.0317,450.768,485.599,583.509,0.828449,21.3086,6.66423,4.79669,16.4775,0.110149
155,2020/7/25,2020/7/25 11:00,32.1047,314.802,0.0179247,55.2314,3.90414,261.263,0,0,1186.24,100.508,239.373,46.1171,434.922,675.862,812.134,0.76844,22.0192,6.60236,4.97906,22.7014,0.106375
156,2020/7/25,2020/7/25 12:00,33.18,317.85,0.0170099,49.0532,3.82402,263.258,0,0,1308.47,100.458,294.209,54.6879,437.998,783.492,941.465,0.497773,16.8054,4.81251,3.68686,40.1655,0.0962295
157,2020/7/25,2020/7/25 13:00,34.0172,318.505,0.0165636,45.3554,3.56595,259.275,0,0,1462.05,100.385,279.766,51.3822,446.163,703.089,844.851,0.328804,6.67781,3.11862,2.22084,59.8278,0.092187
158,2020/7/25,2020/7/25 14:00,34.503,319.532,0.0170869,45.3966,4.3507,215.894,0,0,1585.08,100.322,324.193,54.9747,449.743,744.551,894.672,0.434208,6.3975,3.85826,2.70472,68.6726,0.10425
159,2020/7/25,2020/7/25 15:00,34.8487,317.94,0.0169828,44.152,4.00608,225.984,0,0,1478.06,100.257,252.966,43.0993,453.041,544.215,653.943,0.504389,5.03267,4.40149,2.9661,72.657,0.108993
160,2020/7/25,2020/7/25 16:00,34.8223,316.748,0.0175416,45.651,4.23062,218.052,0,0.129464,1382.13,100.201,225.091,39.0181,459.087,476.87,573.02,0.435275,5.28953,5.07905,3.20879,58.2825,0.101368
161,2020/7/25,2020/7/25 17:00,34.7791,316.984,0.0182915,47.7193,4.65957,208.109,0,0.0880847,1202.01,100.185,245.283,40.8217,453.148,515.293,619.19,0.316971,6.45008,6.04862,3.4295,37.6956,0.0900298
162,2020/7/25,2020/7/25 18:00,33.7906,313.862,0.0201696,55.8887,5.46286,200.077,0,0.0661566,641.533,100.202,199.624,27.5023,450.045,327.905,394.019,0.263161,8.39024,7.03115,3.86784,23.7857,0.0866358
163,2020/7/25,2020/7/25 19:00,32.3072,309.75,0.0210095,63.7578,6.76315,196.427,0,0.0694097,343.369,100.237,138.674,13.939,452.335,130.264,156.528,0.299289,9.39798,7.32131,4.20143,20.5119,0.0871068
164,2020/7/25,2020/7/25 20:00,31.029,306.704,0.0206923,67.9497,6.38443,196.642,0,0.143985,207.498,100.283,75.9314,2.46028,448.372,7.54353,9.06451,0.306123,9.71641,6.87972,3.88478,17.0315,0.0849899
165,2020/7/25,2020/7/25 21:00,30.5957,305.626,0.0186262,62.8554,5.40572,199.173,0,0.110842,162.475,100.341,48.936,1.15934,442.742,0,0,0.308196,9.50304,8.17623,4.32666,16.6898,0.0834905
166,2020/7/25,2020/7/25 22:00,30.3537,305.379,0.0171801,58.8791,1.94647,209.691,0,0.204318,228.144,100.394,24.8698,0.955812,439.124,0,0,0.269023,7.03658,9.82617,4.8838,22.7435,0.0809067
167,2020/7/25,2020/7/25 23:00,30.0771,304.627,0.0169876,59.2138,0.333329,153.284,0,0.305618,314.925,100.383,16.148,0.768844,436.836,0,0,0.259188,6.94483,9.68087,4.9585,23.2967,0.0807944
216,2020/7/26,2020/7/26 0:00,29.3655,303.511,0.0193586,70.4636,0.628016,164.322,0,0.42501,266.48,100.318,11.5126,0.481991,437.184,0,0,0.189112,5.67629,5.25702,2.5828,18.9639,0.0766406
217,2020/7/26,2020/7/26 1:00,29.3436,303.236,0.0194991,71.0656,0.539948,27.3375,0,0.476921,351.9,100.31,8.59327,0.403136,434.381,0,0,0.131344,4.5835,8.64319,4.17815,19.0934,0.0753404
218,2020/7/26,2020/7/26 2:00,29.1742,302.955,0.0199875,73.6113,0.538102,337.618,0,0.329713,382.073,100.307,7.30605,0.334651,435.297,0,0,0.0877998,2.74506,6.04132,2.80303,18.7322,0.0737094
219,2020/7/26,2020/7/26 3:00,28.8224,302.589,0.0211305,79.5263,0.592114,305.277,0,0.371186,310.325,100.295,7.15355,0.190603,435.024,0,0,0.0952579,2.98063,5.7818,2.65142,17.6072,0.0740936
220,2020/7/26,2020/7/26 4:00,28.591,302.256,0.0212754,81.2375,0.306353,223.649,0,0.323624,233.973,100.305,5.98687,0.112771,432.861,0,0,0.10109,3.76654,6.19685,2.80347,16.3672,0.0746671
221,2020/7/26,2020/7/26 5:00,28.2673,301.866,0.0209965,81.8237,0.0996458,17.7455,0,0.337352,96.497,100.332,5.22485,-0.144968,427.896,0,0,0.0857031,4.21516,6.66985,2.98062,15.8401,0.0746914
222,2020/7/26,2020/7/26 6:00,28.4224,301.909,0.0208613,80.5358,0.681721,78.4728,0,0.375554,189.01,100.354,3.91144,0.0753206,434.829,0,0,0.122719,5.2399,8.97928,4.38118,16.8735,0.0773849
223,2020/7/26,2020/7/26 7:00,28.8608,304.227,0.0203798,76.5848,1.04274,236.602,0,0.554047,343.072,100.379,25.5887,6.96958,438.963,115.463,138.743,0.145426,5.11787,8.3721,4.50694,23.8395,0.0802871
224,2020/7/26,2020/7/26 8:00,30.1968,307.602,0.0202259,69.9859,3.16291,249.34,0,0.394492,812.744,100.387,84.262,18.5074,442.957,276.79,332.598,0.201898,8.3386,9.22255,5.37796,25.0115,0.0836543
225,2020/7/26,2020/7/26 9:00,30.1968,307.602,0.0202259,69.9859,3.16291,249.34,0,0.394492,812.744,100.387,84.262,18.5074,442.957,276.79,332.598,0.233529,9.36095,7.73746,4.65707,25.8277,0.0852652
226,2020/7/26,2020/7/26 10:00,31.3991,311.638,0.019588,62.947,3.0855,263.299,0,0.542904,917.446,100.389,150.344,31.2067,462.845,450.648,541.511,0.127632,4.87062,5.90764,3.57611,39.418,0.0809333
227,2020/7/26,2020/7/26 11:00,32.314,315.322,0.0194794,59.1646,3.36669,248.247,0.0526711,0.450896,1202.08,100.358,231.371,45.2493,451.067,650.465,781.616,0.0676341,1.70672,4.95865,2.89967,45.8138,0.0776559
228,2020/7/26,2020/7/26 12:00,33.3399,318.079,0.0185051,52.7585,3.76763,233.622,0.0149529,0.388001,1390.01,100.299,294.006,53.3116,453.496,772.821,928.643,0.079396,1.38215,4.82514,2.77262,39.956,0.0771444
229,2020/7/26,2020/7/26 13:00,34.1059,319.732,0.0178072,48.425,4.24138,219.036,0,0.344585,1503.86,100.241,338.308,58.0165,448.034,824.594,990.854,0.108558,1.4189,4.8824,2.71662,37.7333,0.0778039
230,2020/7/26,2020/7/26 14:00,34.4846,320.805,0.0179992,47.8016,4.22907,216.752,0,0.212084,1551.43,100.18,359.378,59.2703,449.726,838.756,1007.87,0.112753,1.58041,5.01173,2.81974,37.5864,0.0777972
231,2020/7/26,2020/7/26 15:00,34.7212,320.564,0.0181111,47.379,4.71841,211.466,0,0.195299,1578.56,100.113,363.427,56.9704,451.783,787.162,945.874,0.121702,1.88826,4.5638,2.53645,34.5703,0.0783804
232,2020/7/26,2020/7/26 16:00,34.7813,319.421,0.0181347,47.2507,5.04008,203.72,0,0.188075,1493.7,100.079,335.892,50.8977,450.905,679.81,816.878,0.144294,2.37682,4.91766,2.75064,29.5953,0.0794183
233,2020/7/26,2020/7/26 17:00,34.3945,317.165,0.0182362,48.6511,5.43859,203.682,0,0.151925,1208.79,100.09,287.245,41.5992,449.077,527.06,633.329,0.134759,3.283,5.01867,2.67537,20.7549,0.0798369
234,2020/7/26,2020/7/26 18:00,33.6864,313.958,0.0179951,50.1467,5.69697,199.631,0,0.105499,803.561,100.137,211.983,29.1917,447.379,326.16,391.923,0.148216,5.55612,5.73314,3.0635,14.1873,0.081668
235,2020/7/26,2020/7/26 19:00,32.5151,310.14,0.0178942,53.5804,6.37679,193.682,0,0.230436,488.185,100.171,138.783,16.7973,441.892,141.076,169.521,0.179559,7.54952,5.89038,3.23238,11.0044,0.083059
236,2020/7/26,2020/7/26 20:00,31.2322,307.066,0.0173408,56.196,5.69549,190.047,0,0.494623,317.325,100.213,74.1609,3.36918,438.133,8.57924,10.309,0.160743,7.10464,6.15503,3.1902,11.4092,0.0819705
237,2020/7/26,2020/7/26 21:00,30.5319,306.368,0.0165984,56.2048,1.51078,141.74,0,0.381825,359.013,100.293,34.2429,0.920056,431.542,0,0,0.135294,4.97125,6.08281,2.96328,13.8823,0.0793558
238,2020/7/26,2020/7/26 22:00,29.8759,305.19,0.0177572,62.6254,0.610579,45.9359,0,0.209585,425.937,100.315,24.8949,0.664538,429.216,0,0,0.137933,4.93102,5.95741,2.79621,13.6472,0.079782
239,2020/7/26,2020/7/26 23:00,29.731,304.671,0.0176889,62.9314,1.33464,119.844,0,0.17203,409.483,100.293,20.6207,0.650078,424.886,0,0,0.141911,4.31704,5.64424,2.6342,14.1101,0.0793331
288,2020/7/27,2020/7/27 0:00,28.9177,302.856,0.0185634,69.4268,1.1756,323.85,0,0.0247482,386.506,100.258,9.12925,0.372874,419.987,0,0,0.0723623,2.46725,5.06254,2.27376,14.5832,0.0767442
289,2020/7/27,2020/7/27 1:00,28.6414,302.371,0.0188103,71.5494,0.774556,323.701,0,0.0156374,273.507,100.236,6.72447,0.249582,418.256,0,0,0.0493682,2.16001,6.80268,2.98024,14.7265,0.0765509
290,2020/7/27,2020/7/27 2:00,28.3454,301.959,0.0191992,74.3694,0.427595,352.349,0,0.0198616,280.947,100.218,5.38184,0.113744,415.194,0,0,0.0711904,4.05315,10.2404,4.54709,12.9784,0.0767333
291,2020/7/27,2020/7/27 3:00,28.2196,301.766,0.0195307,76.2402,0.789437,4.79895,0,0.157026,200.757,100.209,4.60427,0.0534214,418.249,0,0,0.0822361,4.00771,7.32084,3.43897,13.1728,0.0775364
292,2020/7/27,2020/7/27 4:00,28.006,301.519,0.0201384,79.6817,0.622259,51.8431,0,0.429747,135.973,100.231,4.22662,-0.269561,418.338,0,0,0.0869641,3.82325,6.58264,3.14189,13.7951,0.077888
293,2020/7/27,2020/7/27 5:00,27.9949,301.444,0.0203416,80.5745,0.322529,157.774,0,0.521965,118.829,100.27,3.4781,-0.200955,422.606,0,0,0.0860396,3.93755,7.32267,3.50993,14.345,0.0783079
294,2020/7/27,2020/7/27 6:00,28.018,301.395,0.0205979,81.4851,0.685105,10.6793,0,0.309915,97.2712,100.285,2.64726,-0.221361,425.68,0,0,0.115459,4.88007,9.13975,4.51895,13.9392,0.0800834
295,2020/7/27,2020/7/27 7:00,28.7098,304.321,0.0207719,78.7625,0.377944,116.371,0.0122225,0.772815,438.013,100.342,28.4075,7.74355,429.265,147.661,177.433,0.184595,3.749,8.1523,4.42858,14.7537,0.0826786
296,2020/7/27,2020/7/27 8:00,30.3999,308.254,0.0196259,67.0461,3.06562,212.418,0.0225971,0.0794998,891.974,100.36,93.0269,21.6165,434.031,325.432,391.047,0.154896,2.91474,7.4121,3.92127,16.5796,0.0823308
297,2020/7/27,2020/7/27 9:00,30.3999,308.254,0.0196259,67.0461,3.06562,212.418,0.0225971,0.0794998,891.974,100.36,93.0269,21.6165,434.031,325.432,391.047,0.143263,2.5053,6.68262,3.60716,19.6613,0.081818
298,2020/7/27,2020/7/27 10:00,31.2573,311.294,0.0197984,64.1608,4.04357,201.456,3.08427,0.109765,1026.58,100.361,167.637,36.9081,439.145,491.908,591.09,0.13599,2.52097,4.98209,2.72417,23.4565,0.0811795
299,2020/7/27,2020/7/27 11:00,31.9046,314.551,0.0193826,60.3567,4.12029,204.49,0.863506,0.0351569,1188.82,100.344,245.25,50.7362,439.108,684.178,822.127,0.116662,2.3371,5.06172,2.61434,22.8746,0.0796153
300,2020/7/27,2020/7/27 12:00,32.4029,317.175,0.019999,60.3946,4.16808,206.159,1.57751,0.963444,1173.22,100.328,309.741,58.6718,444.224,780.893,938.342,0.114382,2.15926,5.83556,2.9336,24.1237,0.0782596
301,2020/7/27,2020/7/27 13:00,32.5273,317.234,0.0202406,60.6379,5.99332,192.517,1.5037,0.102202,1228.43,100.292,375.682,61.2533,447.635,837.743,1006.65,0.135044,2.49501,4.87863,2.47305,25.2074,0.0784839
302,2020/7/27,2020/7/27 14:00,32.9435,317.819,0.019354,56.4947,5.33147,205.271,0.0784655,1,1250.17,100.24,356.127,53.3601,449.964,755.816,908.209,0.156701,2.98665,3.60263,1.97796,23.252,0.0791717
303,2020/7/27,2020/7/27 15:00,31.1695,314.487,0.0204636,66.6169,6.14644,175.288,0.0101055,0.726453,1091.44,100.277,332.781,41.1792,461.196,591.343,710.573,0.147268,3.08744,3.74986,1.98536,21.9768,0.0790282
304,2020/7/27,2020/7/27 16:00,32.4391,316.226,0.0193998,58.3646,4.33573,205.405,1.23717,0.326225,1043.35,100.18,285.267,48.1213,446.182,605.46,727.536,0.141087,3.59675,5.26905,2.53049,21.0926,0.0783596
305,2020/7/27,2020/7/27 17:00,32.7558,315.834,0.0197999,58.4058,3.47747,206.09,0.0202198,0.0105173,1230.73,100.147,236.738,36.9262,448.203,497.227,597.481,0.163955,4.43173,6.09271,2.95524,17.7592,0.0790195
306,2020/7/27,2020/7/27 18:00,32.5774,313.059,0.0189698,56.6078,4.48378,196.685,0,0.289399,1205.65,100.209,190.69,26.7612,444.633,325.582,391.228,0.221305,6.88462,7.02484,3.46068,14.1766,0.0817609
307,2020/7/27,2020/7/27 19:00,32.1453,309.952,0.0172621,52.9265,4.62491,207.936,0,0.772896,963.918,100.272,117.006,16.6452,442.193,148.735,178.723,0.323687,11.3801,7.6492,3.97012,9.5318,0.0859839
308,2020/7/27,2020/7/27 20:00,30.9327,306.665,0.0176351,58.2676,4.68866,206.555,0,0.609845,501.114,100.305,61.9062,3.0408,435.051,7.97749,9.58597,0.38126,13.593,7.90519,4.24229,7.63311,0.0875826
309,2020/7/27,2020/7/27 21:00,30.0981,305.238,0.0181749,63.2464,3.65938,196.354,0,0.410226,414.368,100.346,39.2417,0.945604,425.513,0,0,0.376682,14.0363,8.55214,4.36613,7.87985,0.0870244
310,2020/7/27,2020/7/27 22:00,29.3534,304.235,0.0186316,67.9144,2.56919,195.282,0,0.107573,275.258,100.383,26.698,0.622652,417.434,0,0,0.353944,13.9326,8.24489,3.92041,9.18484,0.0843218
