SO2,NO2,PM10,PM2.5,O3,CO,temp_2m,temp_0,BS,humi,w_speed,w_dir,rain,cloud,high,press,GRTL,QRTL,CBFS,DBFS,sunFS
4.8899,-6.4379,33.44684,0.25215,20.8587,0.373536,31.7148,311.779,0.0173541,54.7962,5.06815,223.352,0,0.260934,757.303,100.56,191.845,38.5236,431.819,517.084,621.342
6.04394,-4.68101,29.23612,4.90377,23.3313,0.375065,32.891,315.579,0.0165473,48.606,4.42201,225.132,0,0.0458419,1049.93,100.532,254.186,49.6336,434.432,677.066,813.581
5.14765,-4.95611,24.55556,3.9622,19.5325,0.374891,34.0341,318.871,0.0156176,42.7592,3.88745,223.297,0,0.0378304,1363,100.469,301.033,58.1488,437.293,791.692,951.319
4.25815,-5.42951,24.07179,8.23567,26.2816,0.376102,35.1129,321.191,0.0144979,37.1477,3.67637,222.091,0,0.0438088,1608.75,100.397,330.244,63.2361,442.213,842.637,1012.53
3.43858,-5.5378,25.17455,9.20239,27.3059,0.373131,36.0283,322.243,0.0141707,34.3239,4.30873,227.334,0,0.0480537,1788.64,100.323,359.019,66.0274,447.389,854.068,1026.27
4.03884,0.7391,39.65109,10.19609,35.2672,0.381146,36.6763,322.169,0.0151655,35.2931,4.75002,233.605,0,0.0534051,1902.23,100.246,352.806,62.3381,455.967,782.254,939.977
4.354431,-0.297,35.96423,7.53719,30.31,0.38508,36.4716,319.186,0.017438,41.0606,5.94894,190.165,0,0.0416944,1843.06,100.186,301.519,46.704,488.6,507.406,609.713
3.51245,2.1388,20.45947,6.68784,37.4074,0.390471,35.9767,319.203,0.0179223,43.4802,4.46271,203.43,1.13752,0.176173,1585.45,100.18,271.271,51.9808,461.656,546.617,656.829
2.50261,-5.3967,18.50857,3.36171,37.4226,0.391214,35.4904,315.91,0.0182815,45.7154,4.96745,206.486,2.92359,0.327518,1565.84,100.259,199.98,39.9408,462.095,339.797,408.309
1.77742,-5.2248,12.27025,0.21873,30.15749,0.390981,34.8085,312.534,0.0190218,49.5798,6.83254,190.59,0.762266,0.083474,1299.19,100.268,149.48,27.2821,459.344,176.376,211.939
2.73304,-2.9731,3.68418,-3.09005,19.71025,0.38863,33.3804,309.062,0.0194124,55.2172,7.28587,191.188,0,0.0445338,861.331,100.314,84.2439,10.0079,453.159,17.4352,20.9506
3.9055,-2.0899,-3.98979,-2.40896,14.1971,0.390668,32.1861,307.332,0.0201713,61.7659,6.74927,193.927,0,0.0335897,705.202,100.386,61.9938,3.43408,447.26,0,0
3.12796,-0.4533,-1.88414,-1.28861,11.62211,0.395755,31.3477,306.254,0.0204645,65.9899,6.43943,195.517,0,0.0358842,636.021,100.415,52.3487,1.77295,443.861,0,0
3.25607,-2.3304,-3.46245,0.92715,11.34218,0.39907,30.8977,305.512,0.0195901,64.9397,6.37235,198.842,0,0.068891,589.781,100.412,42.986,1.39882,438.837,0,0
2.91182,-5.9772,9.36622,-1.21801,14.1807,0.397214,29.8126,303.982,0.0190288,67.4408,5.57684,197.763,0,0.0426852,491.832,100.411,26.5034,1.03175,426.609,0,0
2.59419,-5.5264,-1.54443,-0.61523,14.4681,0.4022489,29.5748,303.605,0.0186544,67.0794,5.16861,200.723,0,0.0329632,450.631,100.392,21.3796,1.02279,427.389,0,0
3.79531,-5.8278,2.66952,-1.57658,13.22325,0.4020691,29.3548,303.234,0.0184095,67.0925,4.67453,202.089,0,0.0388585,404.624,100.374,16.1741,0.955351,424.14,0,0
2.89284,-1.1692,35.3355,3.64493,35.6032,0.376874,33.8008,312.932,0.017717,49.1024,4.25569,209.306,4.7268,0.875157,1401.02,100.279,147.182,33.8217,475.047,225.416,270.866
2.96219,-8.1164,15.23379,1.57085,28.607,0.370903,34.3223,313.099,0.0171836,46.1509,5.28614,199.529,2.16213,0.324784,1579.86,100.308,157.121,39.1922,476.961,266.298,319.99
3.06658,-8.5209,9.43724,-1.77547,21.90896,0.37435,34.0339,309.937,0.0166208,45.4488,5.46377,204.227,0.248054,1,1579.16,100.349,74.0999,20.2962,477.949,53.8164,64.6672
3.118,-6.9078,2.03927,-1.46065,18.48823,0.369598,33.0097,307.851,0.0164307,47.8576,6.05917,197.965,0,0.0712817,1196.39,100.418,47.8889,11.6216,449.807,13.4778,16.1953
1.82032,-12.1729,-0.3524,-0.5875,17.50823,0.368626,31.9494,306.333,0.0167973,52.2438,6.22999,203.477,0,0.0740918,863.347,100.492,35.2932,5.42606,441.701,0,0
1.81764,-9.7398,-0.6968,-1.67753,12.36561,0.374824,31.1047,305.321,0.0166248,54.4758,6.0119,201.026,0,0.163282,679.652,100.523,29.4888,3.22108,436.833,0,0
1.49834,-10.0534,-0.4319,-4.9001,10.81115,0.38129,30.3835,304.446,0.0174702,59.8538,5.51251,204.88,0,0.160896,641.284,100.539,23.4134,1.80542,428.161,0,0
0.72933,-10.5605,-2.0225,-3.89457,12.5156,0.390284,29.5016,303.622,0.0202567,73.2454,4.73501,194.375,0,0.0473638,602.778,100.489,22.1037,0.717503,426.545,0,0
2.63039,-11.7223,2.1335,-2.95275,13.34065,0.388257,29.3377,303.253,0.0202915,74.1314,4.35219,195.213,0,0.0595951,535.729,100.505,16.0933,0.618453,422.407,0,0
2.62692,-16.4622,3.2977,-2.77211,16.0144,0.381596,29.1042,302.994,0.0205717,76.2727,3.28089,209.672,0,0.136661,447.59,100.535,12.4191,0.488077,424.833,0,0
2.37502,-15.5491,-2.1812,-3.96364,13.94177,0.383229,29.0354,302.776,0.0203926,75.94,2.91655,194.196,0,0.242044,350.378,100.546,8.88093,0.451781,423.768,0,0
1.75535,-15.5159,1.9327,-3.43978,15.0124,0.382323,28.9345,302.484,0.0204458,76.6188,3.14394,184.704,0,0.0474387,270.397,100.55,6.21856,0.406308,420.972,0,0
1.57901,-14.1272,3.899,-5.39571,14.94998,0.47311,28.9851,302.676,0.0202612,75.7154,2.91471,180.68,0,0.845925,434.664,100.583,8.09367,0.601103,441.055,0,0
1.26781,-7.9744,2.4256,-5.06838,5.16768,0.347227,29.107,302.959,0.0195378,72.473,2.54843,191.957,0,0.977792,420.256,100.596,9.69355,0.854572,460.055,0,0
0.19432,-4.4936,16.7761,-5.12636,2.05054,0.441918,29.1692,304.336,0.019609,72.4846,2.27437,192.533,0.0529488,0.56513,451.527,100.633,29.6894,8.27998,459.073,85.0123,102.153
2.25844,-8.6051,-2.8773,-3.64824,11.4,0.35171,30.0548,308.659,0.0196987,68.9403,1.99921,190.518,0,0.0396681,682.195,100.636,91.5379,20.8642,429.64,329.465,395.894
0.55421,-8.1205,32.6824,-6.29397,13.5458,0.264722,30.0548,308.659,0.0196987,68.9403,1.99921,190.518,0,0.0396681,682.195,100.636,91.5379,20.8642,429.64,329.465,395.894
2.52607,-11.6825,30.28274,-3.70676,27.4814,0.257127,31.8595,315.423,0.0197009,61.7,2.39793,218.794,0.712027,0.0614782,1034.94,100.627,216.857,45.1006,445.174,633.275,760.96
3.01436,-13.0537,9.29606,2.16804,46.9205,0.365356,28.2368,306.076,0.0203283,79.6138,6.97807,267.72,7.81776,0.79248,151.029,100.628,158.18,10.6612,468.423,20.986,25.2174
4.52627,-5.907,41.45964,5.89881,43.428,0.366408,32.985,320.34,0.0192784,56.3053,1.69319,237.84,0.928317,0.557781,1231.25,100.534,292.332,61.592,451.522,847.724,1018.65
2.70613,16.9311,21.0825,5.78281,25.0077,0.363624,31.5775,316.119,0.0189814,60.4498,4.00053,161.486,2.99645,0.853545,911.27,100.573,297.552,51.4516,471.667,583.5,701.149
2.93434,4.1072,8.09745,13.81091,51.7074,0.368644,33.1315,315.744,0.0182345,52.7441,1.3416,164.982,2.31897,0.59535,1007.75,100.465,165.854,31.4918,473.911,304.213,365.551
2.61455,-4.3078,18.76557,7.04922,71.2955,0.371963,32.1385,317.64,0.0188167,57.8093,1.44871,256.194,4.48697,0.877457,592.46,100.424,232.939,47.9851,462.357,569.7,684.566
1.92431,-5.6922,38.87761,5.81834,40.6197,0.377172,34.0229,317.43,0.0182867,50.0464,2.42507,158.705,1.59958,0.0641936,1263.12,100.366,213.814,45.3583,453.894,506.24,608.311
0.69461,-11.6068,16.84625,4.76063,32.2477,0.375133,34.7075,314.923,0.0173773,45.6479,3.98284,190.361,3.25139,1,1571.2,100.425,171.41,39.8978,477.843,308.567,370.782
1.19462,6.7496,5.9392,1.87199,13.7693,0.67282,34.5352,312.039,0.0176239,46.7876,5.43672,202.08,1.46376,0.224761,1412.17,100.436,120.89,27.9118,455.568,174.025,209.113
0.93874,5.626,13.33335,8.48275,6.41827,0.566151,33.0432,308.499,0.0182466,53.0957,5.86461,200.768,0,0.302372,762.179,100.521,64.6565,10.3598,450.079,15.0573,18.0933
1.22948,-3.7316,7.69179,6.6761,8.57727,0.568879,32.0525,306.975,0.0184796,57.1934,4.81113,197.517,0,0.125814,678.663,100.624,42.1677,4.2598,443.083,0,0
-0.30263,-7.1693,7.04657,1.82661,7.51268,0.564865,31.1364,305.751,0.0190834,62.4596,5.29492,190.965,0,0.162451,589.265,100.599,37.1343,2.70427,436.101,0,0
-1.1088,-6.7783,16.18766,-1.18691,2.78565,0.569878,30.5359,305.1,0.0197238,66.9937,4.25885,193.861,0,0.366036,532.981,100.612,30.2814,1.52454,437.958,0,0
3.44756,-6.2771,3.535,-3.9215,8.27247,0.487344,29.7505,304.012,0.0208984,74.4494,4.53297,202.327,0,0.0858879,576.294,100.537,24.6295,0.839724,428.413,0,0
3.29168,-3.7649,9.4838,-5.7287,6.3089,0.497917,29.4427,303.614,0.0211625,76.842,3.89104,198.859,0,0.0727656,575.167,100.542,20.0162,0.673336,428.846,0,0
3.73759,-6.0101,6.0821,-4.50307,9.00871,0.388283,29.0699,302.917,0.0211549,78.6095,3.69914,194.861,0,0.141772,591.125,100.544,12.8103,0.527632,425.232,0,0
1.77997,-6.6121,1.0571,-1.8766,7.808681,0.37018,28.9072,302.692,0.0211012,79.2156,2.73839,200.039,0,0.0807623,423.973,100.558,9.16425,0.416231,425.469,0,0
-0.05417,-7.0532,0.9383,-4.44969,6.9453657,0.346195,28.8126,302.45,0.0201403,76.0716,2.40942,203.358,0,0.0665511,341.516,100.582,6.1678,0.495551,424.523,0,0
0.08897,-13.5926,-4.818,-4.61382,11.74151,0.325685,28.7065,302.23,0.0190055,72.292,1.86981,212.19,0,0.276332,265.014,100.625,4.35525,0.522412,422.764,0,0
1.85787,-10.2158,-8.9849,-5.51054,9.90966,0.330693,29.2709,304.432,0.0181207,66.5724,1.9967,208.868,0,0.0876343,423.845,100.647,27.596,9.89443,425.521,124.836,150.006
3.79625,-9.426,16.1498,-7.84805,10.4597,0.332449,29.76,308.6,0.0197071,70.2582,1.77554,247.381,0,0.0866348,682.118,100.666,92.6533,21.3819,427.521,332.1,399.06
3.70518,-11.9633,15.9569,-6.32895,9.9604,0.228914,29.76,308.6,0.0197071,70.2582,1.77554,247.381,0,0.0866348,682.118,100.666,92.6533,21.3819,427.521,332.1,399.06
2.91688,-9.2052,18.0768,-8.3829,14.7061,0.334952,30.7699,312.139,0.0194248,65.0811,1.65655,220.329,0,0.277427,923.595,100.68,144.716,30.4643,463.739,431.108,518.03
2.62642,-11.1618,19.4997,-7.9532,26.6338,0.230491,31.8807,316.243,0.0182121,56.9772,2.06484,222.474,0,0.0538598,1053.31,100.65,226.864,46.2033,437.174,672.039,807.54
1.89505,-10.9747,4.0272,-4.0714,12.9459,0.238977,33.0399,319.236,0.0171605,49.9979,2.3965,218.16,0,0.0422897,1303.72,100.621,286.612,56.3415,440.049,790.956,950.434
1.09739,-10.5858,20.1371,-0.77846,16.268,0.246404,34.0957,321.699,0.016449,44.9152,2.10037,218.58,0,0.0283507,1586.79,100.571,315.083,61.7809,445.064,850.176,1021.59
0.83732,-13.8793,18.5951,2.19128,23.953,0.243882,35.1458,323.441,0.0160632,41.115,1.79922,223.26,0,0.036041,1820,100.487,323.835,63.8316,449.024,863.461,1037.56
2.36444,-13.422,26.92134,2.66042,48.989,0.251602,36.1066,323.987,0.0158849,38.3318,1.9692,206.096,0,0.34,2041.56,100.416,319.233,62.1183,455.43,812.73,976.597
3.48089,-10.132,43.76539,5.06479,42.5894,0.35857,35.7764,320.877,0.0174382,42.9053,4.14445,165.356,0.302706,0.210836,1710.42,100.364,319.17,61.1573,460.489,679.888,816.971
1.73394,-13.87,31.51836,7.00636,39.7745,0.353587,35.0412,315.375,0.0176515,45.4139,3.90238,165.1,5.17199,0.318832,1409.1,100.374,172.356,32.4921,482.487,216.685,260.375
-0.67366,-17.7861,21.40323,14.61105,36.6097,0.341875,32.2561,312.986,0.0192176,58.6162,6.1398,101.447,0.184369,0.554946,366.2,100.422,239.335,34.0961,450.323,329.923,396.444
-1.04699,10.2226,27.39295,2.80903,32.72265,0.361163,33.7401,312.463,0.0182532,50.8672,3.23614,147.348,0.276452,0.376329,851.121,100.45,116.164,22.1424,457.354,167.97,201.837
-0.22547,38.9052,13.6896,7.12327,12.54113,0.460213,33.6664,309.273,0.017414,48.7711,5.81987,179.668,0.0428944,0.0999466,1097.55,100.497,68.7274,11.2156,453.818,14.7068,17.6721
-0.83294,38.8483,23.5233,14.02148,14.21355,0.562121,32.5167,307.69,0.018651,56.083,5.55001,193.077,0,0.534363,847.608,100.583,54.0465,4.66052,452.164,0,0
-0.50419,43.1222,39.422,16.58459,6.69202,0.570978,31.7591,306.599,0.0186062,58.6143,5.32742,182.388,0.170668,0.383347,642.563,100.599,43.3626,6.63922,449.86,0,0
-0.81688,48.1843,53.65515,16.68708,0.35644,0.677071,31.2034,305.934,0.0183316,59.7608,3.89434,188.458,0,0.339512,675.613,100.612,31.9767,4.22089,441.193,0,0
3.41032,44.0421,45.01444,22.16335,-24.3007,0.7006021,30.3202,304.785,0.0195841,67.3536,4.12959,129.923,0,0.565314,699.57,100.532,27.4432,5.2473,443.249,0,0
1.81661,34.926,45.68383,16.04676,-18.2344,0.6059711,30.16,304.491,0.0194831,67.6518,3.09697,124.975,0,0.531411,746.717,100.504,19.8213,3.82911,441.042,0,0
-0.99142,29.7458,41.37499,22.72914,-2.20696,0.6053738,30.1364,304.204,0.0191373,66.5539,3.51951,129.208,0,0.319754,769.307,100.513,16.5479,3.72302,439.988,0,0
-1.12822,23.8861,40.12796,20.1251,-0.0245216,0.6006612,29.9666,303.932,0.0191444,67.2558,3.288,120.94,0,0.209817,677.589,100.479,13.8256,3.06229,439.501,0,0
1.61377,16.1538,25.71202,13.20413,-0.00102071,0.486381,29.9056,303.724,0.0189079,66.6996,3.11926,116.917,0,0.290653,672.684,100.514,10.719,2.64329,439.028,0,0
-1.31088,8.6137,22.3107,8.48415,-8.16E-09,0.441434,29.6985,303.485,0.0188103,67.2221,2.12097,96.4699,0,0.230442,647.56,100.531,7.52196,1.86907,439.154,0,0
-6.7743,2.4992,18.9383,0.07236,1.721917,0.35554,29.4367,303.223,0.0185339,67.3452,2.71105,58.284,0,0.506767,179.517,100.575,9.09721,1.93563,439.884,0,0
-4.63031,-2.6195,6.1338,3.6845,11.94568,0.38651,29.3573,304.088,0.019717,72.0139,3.2497,60.1732,0.0971003,0.587407,495.477,100.598,28.2226,8.14505,458.859,59.0297,70.9317
2.89383,-3.7981,21.50677,3.50021,17.96776,0.439669,29.9967,307.777,0.0193893,68.0844,3.36469,95.8507,0,0.470656,699.228,100.613,96.346,22.5801,437.81,301.494,362.283
3.61544,-12.7852,21.6821,1.46205,28.82969,0.347042,29.9967,307.777,0.0193893,68.0844,3.36469,95.8507,0,0.470656,699.228,100.613,96.346,22.5801,437.81,301.494,362.283
3.54845,-11.9908,17.98263,-2.51907,46.5401,0.356881,30.8444,310.832,0.0190927,63.6313,3.22922,90.3741,0,0.256924,856.318,100.612,147.974,31.1414,442.071,430.075,516.789
3.90617,-21.0277,31.71173,0.33795,95.5246,0.350192,31.8642,312.446,0.0188298,58.9447,4.46937,97.6549,0.718253,0.344868,1198.47,100.61,194.176,43.2667,446.992,505.548,607.48
3.08462,-18.0521,19.33121,9.80831,117.8376,0.347297,32.4672,316.021,0.0185659,55.9826,3.73833,90.7369,2.46166,0.383265,1328.7,100.56,260.066,57.0724,448.729,700.689,841.967
2.66785,-7.8432,25.64011,9.59624,122.6053,0.360205,32.1466,316.733,0.0192177,59.0841,4.67823,108.769,5.41865,0.679187,1198.85,100.54,324.253,65.2265,448.734,777.26,933.976
2.84861,-8.9496,37.53301,12.42369,117.756,0.365915,33.3492,318.979,0.0171746,49.0191,5.3662,105.946,0.600649,0.457837,1257.74,100.457,383.648,70.1555,446.087,861.057,1034.67
2.18565,-20.2542,45.69461,10.21272,86.2749,0.355005,34.1819,320.128,0.0170086,46.0977,4.16892,125.045,0,0.260793,1610.47,100.36,347.072,63.5161,453.246,795.886,956.357
2.27233,-32.6133,23.75067,6.47646,75.5772,0.347217,33.9373,317.537,0.0172322,47.3875,5.15842,112.962,1.13618,0.255108,1423.97,100.327,307.83,58.2947,472.835,573.643,689.304
2.28089,-23.1907,20.31225,5.51498,58.8904,0.447076,33.6312,315.697,0.0179633,50.3499,5.65618,112.26,3.90055,0.530048,1408.09,100.37,272.951,51.1727,453.361,488.694,587.227
1.94544,-35.7421,11.04624,5.35846,58.95645,0.430622,32.9409,313.196,0.0182556,53.3868,4.32298,111.906,4.17422,0.402393,1218.94,100.4,181.002,35.512,451.842,306.563,368.374
1.69127,-28.7221,4.57475,2.64302,35.99955592,0.428154,32.5517,310.227,0.0185745,55.6648,5.33026,108.676,2.8304,0.445828,1226.26,100.466,125.112,26.3,451.374,137.779,165.559
1.18838,-26.0451,11.50617,0.50787,29.99877466,0.406074,31.2719,307.105,0.0192506,62.4567,5.23074,86.2011,0.479969,0.574842,793.043,100.556,70.2292,11.9156,451.539,10.4085,12.5071
1.03782,-9.6192,10.531,1.06494,23.905666,0.447687,30.4916,305.677,0.0201158,68.4929,5.8973,110.926,0.391987,0.470414,548.828,100.585,57.3092,8.71932,449.044,0,0
1.14621,4.3554,15.036,4.56504,12.64415,0.462422,30.5146,305.328,0.0190623,64.7782,4.28703,126.388,0,0.493587,415.586,100.532,36.2674,7.02628,445.178,0,0
0.57629,6.7994,27.515,4.2581,16.5342,0.472199,30.5238,304.942,0.0198022,67.2575,4.50651,122.059,0,0.412988,667.574,100.536,28.2004,5.4866,440.8,0,0
1.76957,4.7417,15.11879,5.56959,17.99918568,0.429668,30.7263,304.879,0.0185836,62.2768,4.35152,112.548,0,0.795738,440.918,100.444,21.2762,1.20946,440.407,0,0
2.35479,11.3866,20.35566,8.82717,6.9814315,0.556624,30.6422,304.641,0.0183414,61.7668,4.26204,104.053,0,0.673824,621.64,100.418,17.5684,1.2324,442.849,0,0
1.87388,5.6072,25.032,8.80934,7.9853208,0.462002,30.4538,304.352,0.0182427,62.1411,3.81274,98.0286,0,0.618994,633.749,100.402,14.0867,1.16109,441.537,0,0
-3.78276,-0.3084,20.3604,3.37639,7.99897991,0.502832,30.2216,304.027,0.0180404,62.3268,3.45811,67.9559,0,0.600538,575.449,100.385,11.3261,1.10117,439.455,0,0
0.3949,-5.4617,20.3123,4.55298,6.9987853,0.414976,29.7243,303.445,0.0184674,65.7773,3.96089,63.9423,0,0.639146,400.846,100.365,10.9167,1.00096,433.973,0,0
-13.2455,-22.3917,7.4321,-2.5487,9.999878602,0.34688,29.4762,303.135,0.0189796,68.6392,3.94554,51.6611,0,0.52824,276.27,100.355,9.63936,0.907091,435.111,0,0
-20.3786,-21.4081,3.4178,-6.3736,7.83403,0.229665,29.3677,302.901,0.0192077,69.9491,4.26331,45.1487,0,0.526489,318.789,100.378,7.68847,0.881288,435.412,0,0
-15.3618,-29.3383,4.7368,-4.5042,17.67782,0.231302,29.5889,304.568,0.018289,65.7136,4.8908,46.7719,0,0.587951,414.93,100.4,44.2323,12.6445,432.382,134.076,161.11
-7.3338,-24.3423,24.8782,-3.3552,18.8351,0.314094,30.478,307.818,0.0177925,60.529,5.30155,52.9301,0,0.625392,588.958,100.42,114.155,25.7257,433.94,324.475,389.897
-2.2397,-3.2914,33.364,0.8418,-4.8294,0.413713,30.478,307.818,0.0177925,60.529,5.30155,52.9301,0,0.625392,588.958,100.42,114.155,25.7257,433.94,324.475,389.897
0.68673,3.8367,23.7521,13.60979,-20.9026,0.45778,31.6614,311.227,0.0173449,54.8594,6.327,58.6068,0,0.782938,937.129,100.408,204.458,39.9566,437.954,517.576,621.933
1.1708,-5.7208,0.4486,4.10774,-22.7679,0.365504,32.6723,314.068,0.0168031,49.944,7.05472,66.09,0.0405863,0.486711,1244.52,100.385,288.631,52.0111,442.53,675.41,811.591
3.00665,-2.3057,-6.1525,-1.81203,-11.9169,0.375347,33.7729,316.251,0.0167869,46.6118,7.23583,65.9299,0.0801412,0.602375,1498.47,100.296,334.526,61.4446,447.14,789.657,948.872
2.40589,-12.0045,9.75181,-2.9302,-4.2395,0.380511,34.1285,316.79,0.0172231,46.7607,6.93193,68.2084,1.36494,0.592875,1579.14,100.218,331.895,68.292,454.354,777.715,934.523
2.89792,-13.0391,12.61505,0.10229,15.8304,0.385739,33.9482,316.405,0.017703,48.5532,7.57424,63.1256,5.41377,0.36025,1537.8,100.139,343.94,72.0357,453.884,796.054,956.559
1.50559,-12.6619,16.88578,-0.56819,29.002,0.363884,33.1142,314.603,0.0176793,51.0061,8.94816,82.0551,4.30355,0.96161,1295.77,100.119,344.72,70.6742,451.746,688.486,827.303
