SO2,NO2,PM10,PM2.5,O3,CO,temp_2m,temp_0,BS,humi,w_speed,w_dir,rain,cloud,high,press,GRTL,QRTL,CBFS,DBFS,sunFS
9.238578,1.7534,20.11403,3.02196,9.98313,0.485958,29.8793,306.678,0.0201542,71.2139,3.6213,263.603,0.00947183,0,758.417,100.517,76.6507,17.1807,433.886,257.609,309.55
9.180569,1.4216,21.74559,0.60564,12.0394,0.382248,29.8793,306.678,0.0201542,71.2139,3.6213,263.603,0.00947183,0,758.417,100.517,76.6507,17.1807,433.886,257.609,309.55
9.171551,6.6914,31.33577,1.20331,12.5225,0.489851,31.0485,311.097,0.0194547,63.9761,3.75047,253.397,0,0.0399212,993.714,100.533,161.336,33.0317,450.768,485.599,583.509
9.23156,3.9808,33.39764,3.02094,41.2986,0.493625,32.1047,314.802,0.0179247,55.2314,3.90414,261.263,0,0,1186.24,100.508,239.373,46.1171,434.922,675.862,812.134
9.502227,1.1946,39.18749,6.31314,84.8345,0.5037705,33.18,317.85,0.0170099,49.0532,3.82402,263.258,0,0,1308.47,100.458,294.209,54.6879,437.998,783.492,941.465
9.671196,5.32219,40.88138,3.77916,53.1722,0.407813,34.0172,318.505,0.0165636,45.3554,3.56595,259.275,0,0,1462.05,100.385,279.766,51.3822,446.163,703.089,844.851
9.565792,3.6025,20.14174,3.29528,57.3274,0.39575,34.503,319.532,0.0170869,45.3966,4.3507,215.894,0,0,1585.08,100.322,324.193,54.9747,449.743,744.551,894.672
9.495611,4.96733,37.59851,5.0339,62.343,0.391007,34.8487,317.94,0.0169828,44.152,4.00608,225.984,0,0,1478.06,100.257,252.966,43.0993,453.041,544.215,653.943
9.564725,8.71047,51.92095,5.79121,82.7175,0.398632,34.8223,316.748,0.0175416,45.651,4.23062,218.052,0,0.129464,1382.13,100.201,225.091,39.0181,459.087,476.87,573.02
9.683029,5.54992,42.95138,3.5705,92.3044,0.4099702,34.7791,316.984,0.0182915,47.7193,4.65957,208.109,0,0.0880847,1202.01,100.185,245.283,40.8217,453.148,515.293,619.19
8.736839,1.60976,13.96885,3.13216,92.2143,0.4133642,33.7906,313.862,0.0201696,55.8887,5.46286,200.077,0,0.0661566,641.533,100.202,199.624,27.5023,450.045,327.905,394.019
9.700711,0.60202,8.67869,1.79857,79.4881,0.4128932,32.3072,309.75,0.0210095,63.7578,6.76315,196.427,0,0.0694097,343.369,100.237,138.674,13.939,452.335,130.264,156.528
9.693877,4.28359,16.12028,4.11522,70.9685,0.4150101,31.029,306.704,0.0206923,67.9497,6.38443,196.642,0,0.143985,207.498,100.283,75.9314,2.46028,448.372,7.54353,9.06451
9.691804,8.49696,15.82377,3.67334,49.3102,0.4165095,30.5957,305.626,0.0186262,62.8554,5.40572,199.173,0,0.110842,162.475,100.341,48.936,1.15934,442.742,0,0
9.730977,19.96342,18.17383,4.1162,19.2565,0.4190933,30.3537,305.379,0.0171801,58.8791,1.94647,209.691,0,0.204318,228.144,100.394,24.8698,0.955812,439.124,0,0
9.740812,16.05517,20.31913,2.0415,11.7033,0.4192056,30.0771,304.627,0.0169876,59.2138,0.333329,153.284,0,0.305618,314.925,100.383,16.148,0.768844,436.836,0,0
9.810888,17.32371,15.74298,3.4172,9.0361,0.4233594,29.3655,303.511,0.0193586,70.4636,0.628016,164.322,0,0.42501,266.48,100.318,11.5126,0.481991,437.184,0,0
9.868656,22.4165,7.35681,1.82185,0.9066,0.4246596,29.3436,303.236,0.0194991,71.0656,0.539948,27.3375,0,0.476921,351.9,100.31,8.59327,0.403136,434.381,0,0
8.9122002,25.25494,3.95868,2.19697,0.2678,0.5262906,29.1742,302.955,0.0199875,73.6113,0.538102,337.618,0,0.329713,382.073,100.307,7.30605,0.334651,435.297,0,0
9.9047421,24.01937,4.2182,2.34858,-0.6072,0.4259064,28.8224,302.589,0.0211305,79.5263,0.592114,305.277,0,0.371186,310.325,100.295,7.15355,0.190603,435.024,0,0
9.89891,15.23346,4.80315,1.19653,4.6328,0.4253329,28.591,302.256,0.0212754,81.2375,0.306353,223.649,0,0.323624,233.973,100.305,5.98687,0.112771,432.861,0,0
9.9142969,17.78484,0.33015,1.01938,-0.8401,0.4253086,28.2673,301.866,0.0209965,81.8237,0.0996458,17.7455,0,0.337352,96.497,100.332,5.22485,-0.144968,427.896,0,0
8.877281,18.7601,3.02072,-0.38118,-9.8735,0.4226151,28.4224,301.909,0.0208613,80.5358,0.681721,78.4728,0,0.375554,189.01,100.354,3.91144,0.0753206,434.829,0,0
9.854574,17.88213,4.6279,0.49306,-15.8395,0.5197129,28.8608,304.227,0.0203798,76.5848,1.04274,236.602,0,0.554047,343.072,100.379,25.5887,6.96958,438.963,115.463,138.743
9.798102,7.6614,9.77745,-0.37796,-4.0115,0.5163457,30.1968,307.602,0.0202259,69.9859,3.16291,249.34,0,0.394492,812.744,100.387,84.262,18.5074,442.957,276.79,332.598
8.766471,2.63905,22.26254,-0.65707,5.1723,0.4147348,30.1968,307.602,0.0202259,69.9859,3.16291,249.34,0,0.394492,812.744,100.387,84.262,18.5074,442.957,276.79,332.598
8.872368,5.12938,8.09236,1.42389,-0.418,0.4190667,31.3991,311.638,0.019588,62.947,3.0855,263.299,0,0.542904,917.446,100.389,150.344,31.2067,462.845,450.648,541.511
9.9323659,7.29328,16.04135,1.10033,9.1862,0.4223441,32.314,315.322,0.0194794,59.1646,3.36669,248.247,0.0526711,0.450896,1202.08,100.358,231.371,45.2493,451.067,650.465,781.616
9.920604,7.61785,21.17486,3.22738,35.044,0.4228556,33.3399,318.079,0.0185051,52.7585,3.76763,233.622,0.0149529,0.388001,1390.01,100.299,294.006,53.3116,453.496,772.821,928.643
8.891442,7.5811,19.1176,3.28338,49.2667,0.4221961,34.1059,319.732,0.0178072,48.425,4.24138,219.036,0,0.344585,1503.86,100.241,338.308,58.0165,448.034,824.594,990.854
8.887247,5.41959,14.98827,2.18026,52.4136,0.4222028,34.4846,320.805,0.0179992,47.8016,4.22907,216.752,0,0.212084,1551.43,100.18,359.378,59.2703,449.726,838.756,1007.87
9.878298,6.11174,18.4362,3.46355,64.4297,0.4216196,34.7212,320.564,0.0181111,47.379,4.71841,211.466,0,0.195299,1578.56,100.113,363.427,56.9704,451.783,787.162,945.874
9.855706,8.62318,30.08234,4.24936,72.4047,0.4205817,34.7813,319.421,0.0181347,47.2507,5.04008,203.72,0,0.188075,1493.7,100.079,335.892,50.8977,450.905,679.81,816.878
8.865241,4.717,16.98133,4.32463,68.2451,0.4201631,34.3945,317.165,0.0182362,48.6511,5.43859,203.682,0,0.151925,1208.79,100.09,287.245,41.5992,449.077,527.06,633.329
9.851784,4.44388,21.26686,3.9365,67.8127,0.418332,33.6864,313.958,0.0179951,50.1467,5.69697,199.631,0,0.105499,803.561,100.137,211.983,29.1917,447.379,326.16,391.923
9.820441,14.45048,30.10962,6.76762,40.9956,0.416941,32.5151,310.14,0.0178942,53.5804,6.37679,193.682,0,0.230436,488.185,100.171,138.783,16.7973,441.892,141.076,169.521
9.839257,8.89536,21.84497,4.8098,35.5908,0.4180295,31.2322,307.066,0.0173408,56.196,5.69549,190.047,0,0.494623,317.325,100.213,74.1609,3.36918,438.133,8.57924,10.309
9.864706,16.02875,12.91719,4.03672,14.1177,0.4206442,30.5319,306.368,0.0165984,56.2048,1.51078,141.74,0,0.381825,359.013,100.293,34.2429,0.920056,431.542,0,0
9.862067,20.06898,18.04259,6.20379,3.3528,0.420218,29.8759,305.19,0.0177572,62.6254,0.610579,45.9359,0,0.209585,425.937,100.315,24.8949,0.664538,429.216,0,0
9.858089,16.68296,26.35576,3.3658,3.8899,0.4206669,29.731,304.671,0.0176889,62.9314,1.33464,119.844,0,0.17203,409.483,100.293,20.6207,0.650078,424.886,0,0
9.9276377,12.53275,5.93746,1.72624,8.4168,0.4232558,28.9177,302.856,0.0185634,69.4268,1.1756,323.85,0,0.0247482,386.506,100.258,9.12925,0.372874,419.987,0,0
8.9506318,9.83999,-0.80268,3.01976,9.2735,0.4234491,28.6414,302.371,0.0188103,71.5494,0.774556,323.701,0,0.0156374,273.507,100.236,6.72447,0.249582,418.256,0,0
8.9288096,5.94685,2.7596,2.45291,12.0216,0.4232667,28.3454,301.959,0.0191992,74.3694,0.427595,352.349,0,0.0198616,280.947,100.218,5.38184,0.113744,415.194,0,0
8.9177639,7.99229,0.67916,1.56103,7.8272,0.4224636,28.2196,301.766,0.0195307,76.2402,0.789437,4.79895,0,0.157026,200.757,100.209,4.60427,0.0534214,418.249,0,0
8.9130359,9.17675,-4.58264,1.85811,6.2049,0.422112,28.006,301.519,0.0201384,79.6817,0.622259,51.8431,0,0.429747,135.973,100.231,4.22662,-0.269561,418.338,0,0
8.9139604,14.06245,3.67733,3.49007,-1.345,0.4216921,27.9949,301.444,0.0203416,80.5745,0.322529,157.774,0,0.521965,118.829,100.27,3.4781,-0.200955,422.606,0,0
9.884541,18.11993,18.86025,2.48105,-9.9392,0.4199166,28.018,301.395,0.0205979,81.4851,0.685105,10.6793,0,0.309915,97.2712,100.285,2.64726,-0.221361,425.68,0,0
8.815405,18.251,25.8477,6.57142,-7.7537,0.5173214,28.7098,304.321,0.0207719,78.7625,0.377944,116.371,0.0122225,0.772815,438.013,100.342,28.4075,7.74355,429.265,147.661,177.433
8.845104,12.08526,24.5879,1.07873,3.4204,0.4176692,30.3999,308.254,0.0196259,67.0461,3.06562,212.418,0.0225971,0.0794998,891.974,100.36,93.0269,21.6165,434.031,325.432,391.047
8.856737,7.4947,22.31738,0.39284,10.3387,0.418182,30.3999,308.254,0.0196259,67.0461,3.06562,212.418,0.0225971,0.0794998,891.974,100.36,93.0269,21.6165,434.031,325.432,391.047
9.86401,7.47903,8.01791,2.27583,11.5435,0.4188205,31.2573,311.294,0.0197984,64.1608,4.04357,201.456,3.08427,0.109765,1026.58,100.361,167.637,36.9081,439.145,491.908,591.09
8.883338,5.6629,25.93828,2.38566,18.1254,0.4203847,31.9046,314.551,0.0193826,60.3567,4.12029,204.49,0.863506,0.0351569,1188.82,100.344,245.25,50.7362,439.108,684.178,822.127
8.885618,5.84074,6.16444,2.0664,35.8763,0.4217404,32.4029,317.175,0.019999,60.3946,4.16808,206.159,1.57751,0.963444,1173.22,100.328,309.741,58.6718,444.224,780.893,938.342
8.864956,2.50499,11.12137,1.52695,35.7926,0.4215161,32.5273,317.234,0.0202406,60.6379,5.99332,192.517,1.5037,0.102202,1228.43,100.292,375.682,61.2533,447.635,837.743,1006.65
8.843299,2.01335,7.39737,2.02204,55.748,0.4208283,32.9435,317.819,0.019354,56.4947,5.33147,205.271,0.0784655,1,1250.17,100.24,356.127,53.3601,449.964,755.816,908.209
8.852732,3.91256,12.25014,3.01464,59.0232,0.4209718,31.1695,314.487,0.0204636,66.6169,6.14644,175.288,0.0101055,0.726453,1091.44,100.277,332.781,41.1792,461.196,591.343,710.573
9.858913,6.40325,14.73095,3.46951,54.9074,0.4216404,32.4391,316.226,0.0193998,58.3646,4.33573,205.405,1.23717,0.326225,1043.35,100.18,285.267,48.1213,446.182,605.46,727.536
8.836045,10.56827,14.90729,4.04476,33.2408,0.4209805,32.7558,315.834,0.0197999,58.4058,3.47747,206.09,0.0202198,0.0105173,1230.73,100.147,236.738,36.9262,448.203,497.227,597.481
8.778695,1.11538,19.97516,3.53932,52.8234,0.4182391,32.5774,313.059,0.0189698,56.6078,4.48378,196.685,0,0.289399,1205.65,100.209,190.69,26.7612,444.633,325.582,391.228
8.676313,-3.3801,16.3508,2.02988,37.4682,0.4140161,32.1453,309.952,0.0172621,52.9265,4.62491,207.936,0,0.772896,963.918,100.272,117.006,16.6452,442.193,148.735,178.723
9.61874,5.407,13.09481,3.75771,19.36689,0.4124174,30.9327,306.665,0.0176351,58.2676,4.68866,206.555,0,0.609845,501.114,100.305,61.9062,3.0408,435.051,7.97749,9.58597
9.623318,-5.0363,4.44786,0.63387,24.12015,0.4129756,30.0981,305.238,0.0181749,63.2464,3.65938,196.354,0,0.410226,414.368,100.346,39.2417,0.945604,425.513,0,0
8.646056,-4.9326,5.75511,1.07959,22.81516,0.4156782,29.3534,304.235,0.0186316,67.9144,2.56919,195.282,0,0.107573,275.258,100.383,26.698,0.622652,417.434,0,0
8.692189,-6.5819,2.23728,0.43667,24.63093,0.4179719,28.8775,303.368,0.0182998,68.7012,0.779792,143.537,0,0.0657007,231.665,100.384,15.5281,0.401218,415.413,0,0
8.689123,-0.4394,0.25558,0.87901,18.98631,0.4164101,28.3684,302.563,0.0215341,83.402,0.329488,195.422,0,0.337936,202.051,100.342,12.1223,0.0823136,428.936,0,0
8.777218,0.5153,5.8452,-0.59802,15.10752,0.4191364,28.3699,302.369,0.0214519,83.0782,0.656702,238.428,0,0.803562,151.902,100.345,9.86045,0.086567,430.072,0,0
8.812633,-1.06293,-5.9236,-1.96965,15.0343,0.4216748,28.442,302.325,0.0214664,82.7637,1.37359,179.174,0,0.421261,80.4636,100.345,8.51217,0.116099,430.955,0,0
8.88879,2.13557,-0.92025,-0.52228,10.9726,0.4237722,28.4186,302.64,0.0213632,82.5182,1.57614,175.316,0.0393899,0.616572,96.2894,100.384,12.4437,0.844911,460.315,0,0
8.858161,-0.91119,-0.84646,-0.41282,11.0755,0.4231674,28.1524,301.765,0.0211241,82.9642,0.481635,218.074,0.919807,0.646,93.5048,100.394,5.38588,0.188127,430.111,0,0
8.822268,-1.27527,-4.1678,-2.60649,9.6403,0.4217003,27.9302,301.472,0.0207168,82.5174,0.431361,213.446,0,0.0967363,461.645,100.417,4.57032,-0.253302,424.66,0,0
8.735425,-0.23793,-10.2424,-1.39844,7.6328,0.4184991,28.0967,301.397,0.0196111,77.3274,1.98208,220.551,0,0.0642439,327.071,100.441,1.74755,0.508527,418.257,0,0
8.720724,5.07399,-2.53474,-0.3733,-0.026,0.4163053,29.1555,304.384,0.0193944,71.6409,1.87827,211.213,0,0.152402,431.865,100.483,27.7305,10.4141,424.451,147.869,177.684
8.81225,4.8446,4.7677,0.10001,-1.0242,0.4188736,30.0737,308.623,0.019429,67.7948,2.44676,199.651,0.00303006,0.248236,765.231,100.463,98.165,23.9878,430.708,353.304,424.54
8.867339,4.89085,16.61909,1.08298,-1.1832,0.4203801,30.0737,308.623,0.019429,67.7948,2.44676,199.651,0.00303006,0.248236,765.231,100.463,98.165,23.9878,430.708,353.304,424.54
8.872877,5.0406,14.31428,0.79894,-1.7716,0.4209531,30.7741,312.344,0.0194897,65.1526,2.21353,187.649,1.41066,0.851622,965.777,100.49,162.763,36.2079,446.356,514.341,618.046
7.9254442,6.59926,16.73503,2.54234,14.8824,0.4233629,31.4904,314.961,0.0191587,61.2756,2.8144,195.839,5.92815,0.301244,1112.86,100.47,227.65,48.3461,443.885,642.13,771.6
8.9337426,5.22764,21.39584,3.89192,23.5935,0.4222428,32.399,318.239,0.0189309,57.2435,3.10803,166.664,1.07255,0.129104,1286.71,100.429,303.015,58.152,440.801,805.534,967.951
8.893426,4.69035,28.0026,2.53818,31.8075,0.4206791,32.4119,318.536,0.0189543,57.2476,1.52833,169.484,5.96308,1,1173.48,100.394,255.911,53.0404,470.875,661.714,795.133
8.8626,4.57223,18.54518,2.32148,44.2621,0.4220619,31.2765,311.518,0.0191711,62.0505,3.04502,346.752,8.37409,0.904136,759.057,100.355,150.424,18.0667,468.837,118.245,142.086
8.869904,5.43303,21.27765,2.28323,54.1476,0.4226261,33.2764,319.439,0.0191412,54.7938,3.90448,205.462,0.0485815,0.0651935,1394.47,100.316,343.165,62.1626,444.418,815.303,979.69
8.864161,3.78236,24.14085,2.29258,65.0361,0.4226222,33.7578,318.653,0.0184857,51.3543,4.89538,198.71,0.0458355,0.0444754,1435.54,100.255,340.549,54.403,446.215,706.639,849.116
9.842788,3.78235,18.01071,2.29189,60.6873,0.4220661,33.2034,316.527,0.0192064,55.1949,4.96193,195.509,0,0.0276151,1185.19,100.263,291.66,42.7718,445.317,547.029,657.324
9.814425,2.75959,18.63699,2.06224,47.6941,0.4206895,32.2342,313.075,0.0204088,62.2604,4.94632,191.148,0,0.192365,860.297,100.311,212.913,26.1942,444.902,320.574,385.211
8.793207,0.39395,17.66101,1.99899,29.9101,0.419003,31.6368,310.025,0.0202637,64.1575,5.02409,184.332,0,0.43652,531.739,100.363,140.348,15.1524,442.647,155.796,187.209
8.745702,-3.0265,14.16928,3.69572,24.1711,0.4168122,30.3385,306.822,0.0209885,72.0222,3.60143,167.63,0,0.532024,430.821,100.426,68.9337,1.91667,439.709,7.40275,8.89534
8.750117,-1.8479,6.43623,2.39123,23.8176,0.4172255,29.7565,305.599,0.0216239,76.9529,3.00141,167.956,0,0.12804,383.153,100.472,48.5078,0.569887,437.067,0,0
8.749443,-0.1248,6.26301,0.36539,21.8492,0.4182928,29.4698,304.8,0.0212779,77.0987,3.29555,168.159,0,0.20168,328.23,100.501,40.5704,0.575485,435.584,0,0
